id,year,popularity
SODLFHM12A8C1432E9,2009,0
SOHBATX12A8C14009F,1997,11
SOCHXHX12A8C143E1A,2005,0
SOFAWJJ12AB0180A39,2020,12
SOMDVKP12AAF3B3CD6,2006,0
SOGQTEC12A6D4FC958,2007,0
SOMDTTT12A8C13F1CB,2018,63
SOSTBCB12A58A75D60,2007,0
SOGOJEP12AB018D355,2001,21
SOERPVK12AB0185466,2009,0
SOWHCQG12AB0187E19,1997,2
SOQUGCC12A8C1424D2,2005,0
SOTLPLH12A8C132E36,2001,1
SODUZHA12A6D4FAF3F,1994,16
SOWGMLU12A58A7E280,2000,0
SOBLUPB12AB017D074,2009,0
SOGPQGK12AB018A30B,2006,34
SOSAVBB12A8C13D255,2004,0
SOXNBSR12A8C13D3E5,2005,15
SOUWRJF12AC46862F7,1998,0
SODXIIY12A8AE4677E,1993,3
SOJVTTZ12A6D4F99D8,2006,1
SODXZZK12A58A7B5D4,2013,9
SOCXIYL12AB0185958,2004,4
SODXVQZ12AC468707A,2021,23
SOTYBQB12A8C139F0C,2016,1
SOSWYWM12AB018A072,2004,20
SOUWONL12A8C13EA27,2001,5
SONDAME12A6D4F9352,2016,24
SOZIGEW12AB0183C28,1975,6
SOFUWDG12A8C142F6D,2009,3
SONJXBM12A8C13C358,2005,3
SOHLRVJ12A8C13A9A2,1998,34
SOBWIWM12A8C13BA6D,1977,12
SOCVAQV12A8C13627A,2006,6
SOQTSEB12AB01884A0,2009,0
SOWOKYQ12AB018637E,1989,0
SONWVYC12A58A7DB0C,1997,53
SOYFMKG12A58A80C70,1975,11
SOODNBV12A8C139FC7,1992,5
SOCJFFQ12A8C13E02A,1991,0
SOEEOUU12A8C1350F4,2005,30
SOJLKEV12A6D4F5BEF,2005,0
SOEYFIJ12A8C13E773,1981,11
SOIMTBN12A6D4F56FA,1991,34
SOLXNRC12A81C21193,1999,6
SOLIWUR12A58A7D769,2006,19
SODXUDI12A8C1408A2,2005,0
SONBEXJ12AB0182AC8,2005,0
SORPCNQ12A8C136BB9,2001,2
SOJUJQF12AB0186EDE,2009,1
SOTYGMX12AB018A0BA,2003,0
SOIQYOV12A8C143ED6,1991,0
SOFPSXO12AB017E22C,2000,0
SOWORNS12AB018C280,2022,6
SOPMPSP12AB0186961,2018,10
SOWPNDT12A8C145BB6,1985,0
SORXWXC12A6D4F87B3,1994,0
SOYYADY12AC468EBDA,2001,6
SOKKSSP12AB0183B30,2009,0
SODWDRX12A8C136E77,2005,26
SOWTXWG12A8C13C228,2011,0
SOILKMT12A6702015A,2000,9
SOJSSDR12A8C142EE5,2010,0
SOQSXNC12A8C133130,2007,0
SOFORRV12AB01840C4,2021,2
SOTKEUY12AB017E3E3,2009,10
SOBEWIS12AB0182D75,1975,9
SOWFOMV12AB017D884,2020,1
SOICIZT12A6D4F6751,2001,2
SOTBVCU12AB0187B3C,2005,33
SOAGRCT12AAF3B5E13,2002,0
SOAKDML12AB018208C,1992,1
SOMSHEH12AB017BA1F,2022,40
SOMLAJJ12A8C138EAC,1997,3
SOBCTDP12A6D4F7602,2005,10
SOYTIQH12AB0181485,2005,13
SONJFLA12AB018BB67,2009,0
SOWRBWU12A8C13969D,1985,1
SOQRFVZ12A8C13A4C6,1985,14
SOCEKJL12AAFF44A8E,2021,34
SOCYBQD12A8C143029,2006,0
SOZFHFF12A6701E914,2000,0
SORVXFP12A81C22116,2001,0
SOKEBYL12A6D4F6FBF,2020,25
SOAGRTC12AC468B954,2005,8
SOAHFGP12A6D4FB62E,1993,10
SOGJYMK12AB018272A,1999,0
SONFHHG12A58A7D321,1986,11
SOSFVMZ12A6D4F5951,2004,43
SOHNAWQ12A6D4FCFF9,1991,3
SOJDKQV12A6D4FAF0E,1992,6
SOGRSCQ12A8C1367FE,1998,0
SOHROMP12A6D4FEFC7,2005,8
SOKGAEA12AB017F671,2007,4
SOELNMY12A8C13759B,1995,16
SOCOMNU12AB017EFC2,2005,9
SOEFDKH12A58A7BECD,1999,1
SOXPVJS12A8C1326A8,1991,16
SOEQPSU12AB0182FFB,2018,30
SOHAZVL12A8C142715,2004,7
SOFNNDS12A8C138268,2003,0
SOKPIYN12A8C13F84F,2014,1
SOYDKWF12AB018A6B8,2006,1
SOVKAUG12AC468672A,0,0
SOSWZOB12A58A7E693,2002,0
SOLVUWT12A6D4FA589,2001,11
SOORQPU12AB0188E50,2010,0
SOOZSTX12AB01842AA,2009,1
SOINJPD12A6D4F8726,2003,20
SOCKOBC12A81C238AE,2020,0
SOMRWKM12A8C13AEC9,1960,7
SOWBHDA12A58A7A398,2004,0
SOQYRCZ12A6D4FC618,2018,7
SOTURND12AB0183FF9,2009,11
SODMLAB12A8C1441D2,2008,8
SOCLAFZ12AF72A6D7F,1989,6
SOHJYGD12A8C13CF7F,2021,15
SOXVMXO12A8C13EAFA,1997,2
SOAWTOB12AAA15DA18,1997,27
SOCPWZF12A8C1359F0,2018,41
SOJBNUB12A6D4FC0D3,1982,2
SOQQXOZ12AB01809E4,2000,0
SONBWQQ12A58A7BF65,1992,3
SOUZONQ12A8C13DE81,1995,0
SOKHJSC12A8C14016E,2005,41
SOHCRES12AC3DF6BD1,1978,19
SOHFMQW12AB0180091,2015,37
SOTSMYB12A6D4F6519,2007,10
SOCCANS12A8C139F53,1998,0
SORRKQZ12AB0185DAD,2017,7
SOTDILJ12AB0188A2B,1998,6
SOHORIU12AB018C2FC,2010,4
SOFWVMI12AB018A50D,1998,6
SOHTRFS12AC9E13420,2006,0
SOZICZX12A8C136A61,1999,4
SOGYBIX12A6D4FB5B8,2003,27
SOSNMKX12AB018827B,1969,12
SOYORWN12A8C144436,2019,3
SOHUJXE12AB018ADD3,2006,2
SOMVRPL12A81C20EAC,2006,14
SOGXFXZ12A8C132E70,2010,0
SOAQQHI12A58A78FA5,1989,31
SORCVJY12A8C13CB1B,2001,2
SOJULNT12AB018486A,2007,0
SOQMIXU12A8C13C915,1960,6
SOVKBMW12A8C140754,2007,16
SOLTZIT12A58A7B9BC,2008,25
SOCHPTV12A6BD53113,2015,5
SOPVFQR12AB0182066,2004,5
SOHTPLG12AB0185DF3,2008,0
SORAVAX12A8C137A3B,2003,7
SOKVYHL12AAF3B48A5,2002,16
SOKQDQZ12A8C13BB10,1992,0
SOLAZIP12AB017F246,2009,0
SOZSAZR12A8C13E9EF,1985,2
SODHPQS12AC907282B,1986,1
SOYERFU12A8AE48FD6,1958,45
SOMSUOA12A67FFB3A1,2007,1
SONLOMJ12AB0181700,2000,10
SOTODXV12AB017E98D,2010,12
SORIFID12A8C140949,2021,3
SOGOQUK12AB018C3F1,1993,22
SOIUSAD12AC4689EB2,2009,0
SONQNCK12A8C13ADCB,1996,3
SOBMBXU12A6D4F894C,2000,1
SOQORVZ12AB01899FF,2007,4
SOFXBFL12AB01873CE,2007,0
SOURIGQ12AB017FCA3,2019,2
SOSQVWS12A8C13695C,2008,0
SOWYWXS12AC468889C,1995,19
SOBUDNE12AB018E772,2009,1
SOMULQW12A6D4F6371,2007,14
SOIQNTY12A6D4F5FE9,2005,0
SOTIJLO12AB018066C,2013,1
SOQKDST12AB017E321,1993,11
SOPPYJL12A8C1436F7,2007,0
SOOZVPD12AB018A3DF,2010,2
SOFMGPZ12A8C1383B1,2004,6
SOTXWVG12A8C13BDFC,2004,0
SOZMZZO12AB0180F1B,2009,0
SOXXODX12A8C13F040,2003,0
SOMMDLC12AB0184BEE,2019,71
SOYMDFH12A8C13CEEF,1976,0
SOUUQYO12A8C13A285,2019,5
SOQUWUE12A8C139B47,2007,3
SODUZTQ12A8AE48067,1992,8
SOIAMPB12AB018AB06,2013,0
SOMPRSK12A8C13993E,2009,23
SOBXRGX12A8C138B59,1982,68
SOLZJMM12AB0182830,1985,1
SOKYMFL12AF72A25AA,1986,19
SOBHWFA12AB018E88D,2021,55
SOQFBNJ12AB017FFD0,1996,5
SOEWNIU12A58A7B68B,1990,5
SOBGEJO12A8C1402F3,2008,0
SOXNVDF12A8C1343BA,2012,22
SOJTLYI12A58A7B730,2006,0
SOHVUVA12A8C13E1A9,1984,8
SORGFZA12A8C13EF1E,2007,0
SOCAHVE12AC3DFA206,2002,0
SOWKEFC12A6D4FB2BE,2014,0
SODCSUB12AC90716E6,2009,28
SODTFNP12A8C1383EE,1993,10
SOFQVYJ12AB017FBBF,1996,4
SOOXNKG12A58A7C6BC,2003,2
SOQATPT12AB0189A22,2007,2
SOJIVAI12AC468E08E,2010,2
SOZMQND12A58A7DBE1,2015,29
SODFGNK12AB0184C02,2018,17
SOCJJDX12A8C13E745,2022,17
SOOIAPL12AB018C4FE,2008,46
SOPDZXV12A58A77173,2007,4
SOJIGFG12A6D4F7781,1994,8
SOLRAOY12A6D4F7452,1989,5
SOPUSHG12AB0185454,1982,4
SOBZIBE12A58A7FF40,2003,28
SOHMJRA12AB0186A48,2006,4
SOAVSMQ12A8C1326AC,1999,2
SOMWBPP12A6D4F7B23,2005,71
SOWWUUZ12A6D4FA8CA,1982,13
SOPHQUV12A8C130BF8,2003,13
SOYVZLL12AAF3B2276,2004,8
SOXOLXL12AB0180979,2010,0
SOSBLDO12A8C13792D,2000,0
SOSNWQV12A8C13B736,2014,0
SORIZXJ12A6D4FB83C,1999,6
SOGFVYV12A58A7E25C,1967,21
SOBFWMT12AAA8C5AC5,2006,0
SOISUCV12A8C133542,2006,0
SOLVDDZ12A8C13570B,1973,2
SOJOICW12A8C13B533,1993,33
SOVNIAU12A6D4F7C63,2000,0
SOUYBZV12AC468E677,1995,1
SOWRHSP12A58A77A73,1990,6
SOSSXDE12A58A7DD66,2008,0
SOGHASM12A8C140D10,1990,0
SOINVOE12AB0183171,1959,16
SOSGFCZ12AB0188410,1993,5
SOMJOYB12AB0185BC5,2008,29
SOJTIAL12AB018BCC1,2006,0
SOPEBJN12AB0188E0A,2002,4
SOGWIIH12A8C137323,1989,1
SOPFOCW12A8C134550,2008,0
SORLELP12AB017F1F9,2008,0
SOXEXQD12A58A7E72F,1987,2
SORPZVB12A6D4F9D44,2006,1
SOIDDGN12AB018371D,2022,20
SOYCABE12A8C142BD5,2003,5
SODQNJB12A6D4F66A0,2007,1
SOGKXIV12AAF3B5E4D,2021,0
SOMMGDG12AB018376F,2009,0
SOVYUVO12A8C13CF24,2007,3
SOZTNJU12AB018A581,2007,11
SOUATHD12A8C133C77,1999,10
SOORYUV12AB0183C3E,2000,0
SOBGMQS12A8C1371A8,2008,8
SOXWHXX12AB018E307,2010,0
SOGQDUA12A67021132,1989,10
SOLUHDN12A8C13714D,2009,16
SOGNTZY12AC4689F04,2005,10
SOXFSTR12A8AE463B0,2004,48
SONGBWJ12A58A7AB4D,2003,6
SOJDURH12AB018847F,2022,19
SOFTUGY12A6D4F2B95,2007,0
SOAQHFF12A8C139DD9,2004,5
SOHLFGQ12AB0186CAD,1958,10
SODNUZL12AB017B1E8,1995,20
SOIDULJ12AB017BDBA,2020,23
SOTCXIY12AB0183D7A,2007,0
SOWWTHH12A81C237FE,1984,3
SODFTEM12AF72A8D40,2008,15
SOANMBZ12AAF3B5204,2009,0
SOWUARL12AC468AC3C,2007,0
SOJQLDK12AC468E6C5,2018,1
SOCQFBK12A6D4F86DB,2003,6
SOVCXUP12AB017E0E6,2004,0
SOAMLOF12A6D4F8AE4,1995,2
SOKDCSL12A8C13B736,2008,1
SONZCGY12A8C1403C1,2020,38
SOETKNB12A6D4FCC6A,2003,7
SOGNPYN12A6D4F9078,1997,0
SOBOUAF12A8C13CE4A,2008,0
SOTWXMH12AB0180E01,2009,0
SORYYCT12A8C13FFAE,2005,1
SOUNBSH12AB01888C0,1997,2
SOYMECD12AB0186797,2016,0
SOBMUGA12A8C13A751,2001,0
SOEIGCK12A8C13B5D7,1974,34
SOWKBWM12AB01857A4,2014,54
SOWNDMV12AC9072EE7,2004,0
SOAKPEL12A6D4FC126,2008,0
SOUPORI12AB0189C84,2006,0
SOYWESB12A8C1412F3,2005,0
SOMABKL12A8C138314,1993,1
SOYNMFH12A6D4F50E2,1996,22
SORJXMA12A8C13924B,2003,0
SOJDQMV12AB0182752,2009,9
SOHVIKX12A58A7D0ED,2009,4
SOJIURA12AB018989C,2013,10
SOGRGML12A8C136D75,2006,2
SOKFUPW12A6D4FB2BB,2011,0
SOXGKJJ12AB0183C53,1986,1
SOHZTTU12AB0188323,1959,9
SOKECHN12AB0185200,2004,3
SODHQLP12A6D4FA6FA,2006,5
SOTFEMQ12A8C13713C,1993,3
SOTQJBV12AB018A0A9,2012,19
SOJFLGV12A8C141AB3,2021,20
SOZMHAO12A8C141C2A,2004,10
SOLPZUJ12A81C21413,1996,10
SOLVMKY12A8C13A5AE,2004,8
SOPHUZW12A58A7BD02,2004,0
SODSIZV12AB018A3AB,2010,0
SOZVWSE12A6D4F7ADA,2006,22
SODKZHX12AB0180CC7,2011,11
SOAYSDV12AB0186EE0,2010,47
SOZAJPJ12AAF3B3872,2008,0
SOYGZPA12AB0188EF2,1985,22
SOHZDWZ12A8C136FBD,1998,33
SOHTTCC12A8C134381,1994,18
SOYCYPP12AB0185E21,2009,7
SOTGRAB12A6D4FA555,2021,39
SOQLWTW12A8C13EA1F,2022,36
SOYPEPK12A8C141727,1995,0
SOFUPPL12A8C143A06,1984,2
SOQUEMR12A6D4FAD07,2002,0
SOTETFB12A8C13BDE9,2015,57
SOMBHKR12A58A7CAD3,1989,0
SOEDKVK12AC468B6B5,2019,2
SORYGBM12AB0186F25,2020,35
SOMVCFU12A8C141903,1999,10
SOXXEJT12A58A7D55E,2003,0
SOKQHTW12A6D4F95B3,1996,0
SOWTTOG12A8C13ED7C,2014,0
SOIPQBF12AB018C890,2001,0
SOMRXYJ12AB0185687,2018,65
SOUALWG12AB0188588,2008,6
SOXMWPM12AB0185A0A,2009,0
SONPHXB12A6D4FA61B,1958,22
SOQFMFP12AB0188BFD,1977,0
SOREBOF12A8C13E102,2001,2
SOVJWQQ12AC468CF19,2009,0
SONLMRH12AAF3B282D,2000,14
SOWDITP12A58A777CF,2022,26
SODOYEJ12A8C136B43,2005,1
SOTDTZN12AB018B3F6,2009,0
SOYGYUY12AB0184DDC,2021,18
SOVAHWF12A81C23457,2006,0
SOEWUBS12A6D4F8DB0,2015,2
SOYEKDD12A6702113B,2002,5
SOJWEFZ12A8C13B69D,2002,0
SOIYXSW12A8AE4885B,2007,4
SORSTPO12AB017FE28,2008,2
SOENUOD12AB0188E35,2010,0
SOQTOMY12AB0184AAE,1993,1
SONBAWZ12A8C135A8B,1987,0
SOVMCUJ12A6D4F778E,1998,9
SOEPVDO12A8AE48BF4,1992,22
SOJJVKE12A8C139252,1992,6
SOCFAPK12AB018A10D,2009,0
SOMILKP12A8C1443E9,2005,0
SOASPIG12A6D4F7422,2006,4
SOGWDQX12AB0185701,2004,2
SONWOUM12AB018555E,1995,0
SOBACBP12AB0188B9F,1997,1
SOLQBAW12AB0184198,2003,4
SOYQIME12AB017F31F,1998,1
SOMNRTW12AB0185CDE,1963,5
SOJPDXW12A8C135D6A,2007,0
SOCFXKC12A8C13E150,1995,19
SOFTRVP12AAF3B23A3,2008,7
SOBJZRJ12A8C13EB0C,1999,0
SOJHOTE12AB018B253,2010,9
SOHMAOS12A8C134A75,1993,27
SOKUTVW12A6310D81B,2015,13
SOZRYQY12AB0188BE0,2014,2
SODKDRR12AB0186636,1988,5
SOPBSOW12AB01851A8,2009,7
SOCQBIM12A8C14419E,1996,1
SOBFTYI12AB01849FC,2008,0
SOIBGHG12A6D4F7514,2005,56
SOYDJRJ12AC4685EDB,2008,0
SOHDSGQ12A8C141B05,2004,0
SOCVXPM12AB0184AC4,2007,20
SOLYPRP12AB017D90F,2001,0
SOEMTZO12A8151DD78,2006,0
SOHGXBL12AB0183D01,2009,0
SOMQNVZ12AC468A9AD,2000,0
SOUOIBI12AC3DFB10A,2010,0
SODPYOG12A8C136332,1996,24
SOZLDWX12AB0181A32,2010,1
SOASRSU12AC960D99A,1959,6
SOSPGMD12AB0180C42,1998,2
SODHAHY12A58A8024A,2017,1
SOJBWKS12A8C135255,1974,1
SOZRJUQ12A81C1F779,1999,3
SOCHEWB12AC4685ED1,2008,0
SOMASOQ12AB018ACC8,2005,0
SOHHZTL12A8C1363B4,1994,14
SOCJPYJ12AB0188BCC,1997,1
SOHHLEA12AB017BD6E,2006,9
SOBKJPO12AC3DFA006,2000,18
SOHWHDA12AC3DF5493,2009,0
SOIHEVW12A8C13D051,2007,4
SOWFODK12A6D4FD35E,1993,0
SOZLEZA12A58A7EE61,1991,0
SOBLAUT12AB01830D0,2009,0
SOTHMMZ12A58A7EA1D,2008,0
SOOGZTT12AB018A256,1996,2
SOAMOSF12A8C13DCBC,2016,12
SOAWJZF12A6D4F7DE1,2013,1
SOBUVHE12A8C1408D0,2004,0
SOYFAOH12AB017D723,2015,4
SOYWKEZ12AB0185F3B,2010,20
SOJSKKY12A8C134B10,2003,12
SOWIBYR12AB017EB19,2007,6
SOFODDW12AB0182616,1974,30
SOSRWME12A6D4FB7DE,1989,1
SOHYCFT12AB0189B7F,2010,0
SOSGVRE12AB01832AC,1997,17
SOOIUAA12AB01870D5,1993,14
SOXUVWM12AB018BE30,1989,17
SOMTMGI12A8C138611,2003,12
SOTXBEP12A8C1377BA,2008,0
SOKUCRV12AB017F645,2007,0
SODSXCY12AAA8C598D,2004,0
SOKMGFN12AB0180B99,2008,18
SOHLAGO12AB0188518,1996,1
SOFOHYX12A6D4F814D,1993,37
SOCKVDU12A58A7CB2B,1984,0
SOKVOPA12A8C1407BC,2003,7
SOXNVHD12A8C13CD75,2008,12
SOCRJDR12A8C139007,2016,1
SOXWQWO12A8C13BF20,1995,19
SOOIXVH12AC3DF9B00,1996,0
SOQLCJK12AB018DB42,2009,14
SOLLVWH12A6D4FAA5A,2007,5
SOYQDMK12A58A799E3,2000,4
SOOJJYM12A8C144778,2008,0
SOUBTXD12A8C141B4E,2021,31
SOCYRFO12AB018367B,1998,0
SOVYUWD12A5891E85F,1994,14
SOWIMLB12AC468D1F3,2009,0
SOZMHGF12AB017E01C,1961,14
SOCBEID12A58A79E49,1980,17
SOGTMTG12A8C130480,2002,2
SOEGRMM12AB01856CB,2009,31
SOPNXEF12AB018C59D,2007,0
SOEMMUW12A58A77F60,2004,31
SOWRPTG12AAF3B1C29,2001,4
SOPBMDJ12A67AD8666,2015,5
SOFNUGC12A6BD530ED,1999,0
SOAQGHA12AB0186D60,2008,1
SODCRRC12A8C139A9F,1998,0
SOEZMVS12AB018D338,2009,0
SOEBDOL12AB0189C81,1992,14
SOXNPFT12AB01859DA,2009,0
SOORKFA12AB01838BF,2005,0
SOEVMQS12A6D4F9A77,2007,6
SONGUIH12A6D4F9274,1981,0
SOECLAD12AAF3B120A,2001,46
SOHNBQM12A8C13FC8E,2008,0
SOOXMZO12A58A7D62F,2010,0
SOHUMGO12A58A7C8F5,1966,5
SOQJLFV12AB01897C7,1999,14
SOQQDOT12A8C13BB64,2003,9
SOWKQWU12A6D4F8937,1994,7
SOBRVUL12A6D4F9903,2009,42
SORUTNO12A8C13D2F5,2008,0
SOFOGUH12A8C1449BD,2006,0
SOFAOVT12AC468AC11,1995,4
SOBWEEH12A58A7D3EC,1971,1
SOZSHWZ12A8C1452B5,2000,0
SOHCZTI12A8C139141,1989,20
SOUROWU12A6D4F8EA6,2021,4
SOAAAQN12AB01856D3,1999,35
SORHNZF12AB0182AD4,2005,0
SOUIQBJ12AAFF43EE6,2020,34
SOMNZVI12AB0186A1B,2006,1
SOZNQQQ12AF72ABF9F,1975,20
SODBRHC12A8C141562,2008,0
SOCWFBD12AB018BB72,2002,3
SOYBZCP12AB018042D,1999,19
SOABUIH12A6D4F8DB3,2004,9
SOBAJTX12A8C13175F,1996,0
SOKSIJS12AC468CB3B,2018,16
SODHRKU12A8C139009,1975,7
SOXAHRF12AB0186610,1990,0
SOUCIGT12AC468E1D7,2020,38
SOBXOVB12AC3DF5AA3,2004,14
SOXXVLE12AB01879AA,2005,36
SOMODRR12A8C13EAF6,2001,6
SOEKKDI12A8C13E268,1993,0
SOCCBQJ12A6D4F9F65,1991,2
SOGFLWF12A6D4F64AC,2021,45
SOYIFLO12AB01877B3,2007,0
SOELUFA12AB01805B5,1999,3
SOVQPYC12A8C13B13C,2007,8
SODPLCX12A8C13A2F8,2008,0
SOMWIUL12A8C13C06F,1963,3
SOJVHBP12AB01877F3,1960,0
SOVGYMU12A8C135147,2000,32
SOMIWET12A8C13EDBD,1994,1
SOGMBVZ12A8C139077,2001,27
SOSLLDN12AB018CA89,0,0
SOMTOKI12A8C13AE40,2007,1
SORVGNO12AB01842EB,1997,2
SOJLKSL12AB0183D93,2002,2
SOJNBYN12AB0184232,2018,26
SOMYMHM12A8C134ECB,1996,23
SOHFRAI12AB0183D3D,2001,6
SOYBNXR12A8C143CD3,2009,0
SOUJNNT12AB018425D,2008,0
SOLKQVW12A6D4F69AB,2000,5
SOQVDHJ12AB017E528,2001,0
SOSXZDI12A6D4FD20F,2007,1
SOKNTEW12AB01821EE,2005,35
SOQIVDD12AB018A979,2010,3
SOJJATE12A8AE46A59,2005,0
SOXQELE12AB01865A3,1993,0
SOEVOVU12AB017C56B,2008,0
SOCOLEP12A6D4F8825,2008,4
SOFWGSO12AC4689945,2009,7
SOSJQVT12A81C21546,1993,0
SOYIWNY12AC3DF96FC,2010,1
SOQLRXT12AB018025C,1992,22
SOCYJTH12AB0184649,2021,29
SOHKQXL12A8C1379B9,2004,1
SODNJYF12A8C135581,2001,0
SOQYXUX12A8151CA28,2012,39
SOOXHYJ12A8AE46EDA,2006,0
SOLOIMR12A58A76C69,2009,7
SOPHTXA12AB0180047,2005,0
SOEYPFL12AB0184FA0,2001,12
SOIVTZO12A8C13AF27,2008,4
SORCHVK12AB018B3C1,2007,2
SOQRTJE12AC95F02CB,1984,0
SONTHOF12A6D4FB9B3,2004,0
SOGODAQ12A58A7AAA7,2021,0
SOLRBCF12AB018A963,1999,29
SOJTAQZ12A8C1399A8,1993,16
SOSUOOH12A8C133E91,2012,5
SOOJKHS12A58A809A4,2001,1
SOPLMNH12A8C141B93,2008,0
SODWMWO12A6D4FB2C4,2014,0
SOHVFEH12A8159E996,2002,3
SOHGTRD12AB0180DF2,2009,0
SOHOCSV12AB0183342,2020,9
SOQFSIQ12A8AE4645D,1999,0
SOCWMDC12A8C140446,2009,38
SOGLEWL12AB01842CB,2020,1
SOYZHDL12AB01864AF,1980,27
SOFRITM12A81C20954,2007,26
SOZVRFB12A8C13A837,1994,0
SOYUULR12AF72AB86D,2011,1
SOVEXXE12A8C134E83,2002,0
SOLDQVB12A58A7CA82,2003,6
SOFUIBH12A6D4F9C25,2019,4
SOOGEFW12A8C13538F,2008,0
SOXSZBM12A8AE483AD,2015,11
SOJSKZX12A58A7DE0E,2004,0
SOFKGNK12AB018079D,2009,24
SOYBATV12A8C13FF5B,2019,13
SOBEDDS12A8C139DB3,2004,2
SOQRDOM12AB01809A9,2022,38
SOHFJZV12AF72A1E10,2005,11
SOJHJKZ12AB0182AA2,2000,2
SOEAXHF12AB0184E97,1997,0
SOBMYCO12AB0182D41,2003,11
SOVTSXV12AB0181298,2009,1
SOKRMOC12AC46885E3,2010,0
SOSHVZY12AB017D82E,1997,2
SOSYIBO12A8C137BEE,2014,10
SOBRSXK12A8C135932,2010,11
SOOEEYT12A5891DC08,2003,0
SOMQMEJ12AB018690C,1989,16
SOGOGLP12AC960A177,2006,6
SOGWSIE12AB018A5CA,1998,0
SOXCQLQ12AB017DC0B,2010,25
SOCHFDP12A6D4FAED8,2007,0
SOCBYFW12A58A7D106,1989,28
SOJTBBU12A8C137839,1994,25
SOQJJLD12AB01822CC,2007,36
SOWEIWR12A8C138056,2002,1
SODEQFD12A58A7EB95,1987,1
SOFQFTY12A8C1369E9,2007,0
SOAFGEU12A8C13FAD7,1965,27
SOZFRGA12A58A7B247,1999,0
SOEFFEN12A8C1414E0,1967,0
SONVLLU12AB018639D,2016,1
SOGQCVX12A8C13EB6D,2007,2
SOJPCYV12AB017C9D3,2021,25
SOLKUOW12AB0184BCA,2009,2
SOMHOLR12A6D4FBE6A,2007,58
SOLQRVO12AB01860FB,2005,1
SOFECOD12A8C1408F5,2008,1
SOUNCKW12AB0188044,2014,0
SOXBIQX12A6D4F8D50,2005,62
SOUMERL12AC9070EF9,2007,0
SOXYARV12A8C1368C8,1974,14
SOMPAHG12AC3DF81F8,2018,20
SOACLVX12AB0185ADF,2021,0
SOTMSNC12AB018D09A,2005,20
SOUIJVE12A8AE4961E,2007,31
SOVXFQE12A6D4FA20C,1988,5
SOGHNKT12A6D4F720E,2003,4
SOGXMVM12A8C130C02,2005,36
SODVZLU12A8C13FE90,1990,4
SOHDTLT12AB0183F06,2004,0
SOJHUQN12A6D4F8EDE,2005,58
SOLPNWF12AB0184F19,2008,9
SOJJHGQ12A67020F5D,2004,0
SOPJSAG12AC468ADAF,1994,2
SOEYCQK12AB018A271,2001,0
SOVVYPN12A8C1435D7,2004,0
SOUHRVJ12A6D4FADD7,2006,0
SODRHUY12A6D4F79D6,2005,0
SOZFFKS12A8C13886B,1992,43
SODMAWK12AB0188985,1997,4
SOYXBFQ12A6D4F8F63,2009,3
SOOJMEN12AB017B79F,2010,6
SODRDRJ12A8C14289E,2016,1
SOOUFTE12AB0183D19,2020,1
SOTRBLK12A8C14334E,1960,1
SOJWFHX12AB0188571,2009,0
SOQESCO12A8C14431E,2001,0
SOZFLNZ12AC46875B7,2010,0
SOIIEVK12AB018A1B9,1990,7
SOQTGOL12A58A768C3,2005,0
SOJMXSD12A6D4F81F8,1995,33
SOYHLOO12A8C144EC4,1997,0
SOKZCRU12AAF3B302E,2009,0
SOJVMXC12A6D4F6E85,2003,0
SOOPLET12AB01825DE,2008,39
SOPYJPU12A58A7B4A3,1994,1
SODRUZE12AF729E2E6,2006,3
SOQCHOP12A8C13DA4D,1999,16
SOPBDED12A6D4F93E6,1987,17
SOFFLXW12A58A7E3B4,1996,7
SODSYTS12A58A7AA07,1959,1
SOAOQZZ12AB018E59A,2011,0
SOYMPCI12A8C13FE66,2009,2
SOVEPIA12AF729BDEC,1987,0
SOOMGFL12A6D4F595B,2004,0
SOOOINL12A8C14434E,2017,5
SOJWPQV12A8C133701,2000,2
SONZQZC12AB01859DD,2003,0
SOMPLTA12A58A7D02A,2003,1
SOSDNTQ12AB018A319,1955,0
SOPAKPP12AB017DC35,2006,5
SOUXTFR12A8C138871,2000,30
SOQMCZO12A58A7ADAD,1995,0
SOBAQDD12AB017B1F5,2001,0
SOCUPHK12A6D4FC491,1970,24
SOBBKSL12AB01852FE,2002,1
SOOJJQO12A6D4FB913,2006,0
SOKYKFF12A8C131FEB,1999,5
SORUZIY12AC4686C65,1970,3
SODRUMU12AC96182E9,2008,0
SOMPWOJ12A6D4F665F,2019,22
SOSTBLN12AB018333E,2022,6
SOJUAMH12AB0184EE1,2003,11
SOFTBKK12AB018816C,2001,0
SOZBFOF12A58839323,1997,32
SOOQJNQ12AB01879EB,2006,18
SOBUQFN12AB018DDCA,2003,0
SOWTIDJ12AB018808C,2009,0
SONIHLC12AB0187B0C,1998,57
SOLBHCO12AB018769A,1992,0
SORKRKK12A8C13C12F,2001,6
SOMOHEI12AB018785F,2006,3
SOCLQKJ12AF72A4AB0,2007,0
SOCWXYM12AB018BDF3,2011,1
SODAEVD12AB01886BB,2002,0
SOWRLSY12AC4687694,1999,26
SOYPBCY12AB0181EF3,1971,0
SOYAGJM12A8C13DCCE,2013,44
SODULLV12AB017FA09,2010,2
SONNDHT12A8C13F20B,1998,1
SOSGJTX12AB0181F7C,2004,13
SOBHQUF12AB018B03E,1989,0
SOJDYQY12AB0188C97,2016,0
SORXUZZ12A8AE4798A,1973,12
